altitude_km,sun_angle_deg,absorptivity,emissivity,surface_area_m2,eclipse_fraction,albedo_coefficient,solar_flux_wm2,albedo_flux_wm2,earth_ir_flux_wm2,component_temp_c,overheat_flag
996.560443700367,26.177902147323778,0.7405462900003463,0.5259107358755096,1.4945068715269183,0.3816965010104454,0.30206882105286553,841.5110621247838,127.09712721948907,260.06813701334596,137.4334124594641,1
694.9905957768472,79.55132406727424,0.7334283211060026,0.3668247080081072,1.9918226080605645,0.3961801847930645,0.31315245565672184,821.7987684966392,128.6741512051962,311.42215456717287,105.9927768006248,1
1072.738127920244,92.02338243633758,0.35202127331249317,0.49634450297350086,0.12990575207762953,0.33326657259977877,0.3977049074427452,907.4241946917011,180.4435276805853,250.66408363906348,-3.9209637298178714,0
927.6312261534275,19.99633716341693,0.22749154637617786,0.8243591289948753,0.527592897589796,0.17755356331643438,0.26262911353951796,1119.3496003263328,146.98689663725926,269.5574189340116,17.99418650765346,0
384.7596130988846,5.262994010149917,0.42784964135530196,0.6207616964624425,1.2155944593479509,0.2189637512291619,0.2667476690623877,1062.9903345771106,141.77509699214596,418.54699610152153,101.17676296179806,1
1178.0601164730804,52.75048503616065,0.31785222864421314,0.4115223041074618,0.8596291839842642,0.20132279053547789,0.3153055511971112,1086.9996820812146,171.368516954851,239.19673234990933,71.31351182985013,0
985.0257317913176,92.88289031909245,0.49684135941177054,0.5032110421769597,1.2932346027659536,0.06226669017597972,0.2753865482027122,1276.2550346704916,175.73173431211973,261.58641211686233,24.451634997183966,0
1007.4578747492584,78.09358026889711,0.9345095893644533,0.9198278317878439,1.1934884496206322,0.3417656684101457,0.3527245240961948,895.8569252937916,157.9953538162665,258.6577652892585,47.22713979777317,0
415.3022694079913,84.22580644975096,0.33580352817891573,0.5807723672641072,1.5865794624040435,0.2703163747708185,0.3041016298473554,993.099413936916,151.00157518933483,402.86247534487364,9.771627727372854,0
705.3473441060105,48.340720799204206,0.43915545756722674,0.5870395156239605,0.18826069427445458,0.25517424647558024,0.37693111968419274,1013.7078505467354,191.04901756961866,309.1273645380023,78.43597651137667,0
633.718221809323,28.193465430368384,0.7438357372396793,0.3994952413287386,0.9092013363604744,0.08813246733459157,0.36229158239247317,1241.051711957621,224.81129427800713,326.1300909465472,207.1383276928582,1
1134.0884899637417,63.813461194153135,0.5818870871464412,0.4979602979992851,1.7271048898951107,0.0612637195072177,0.32062101918979724,1277.6200777506767,204.815925732885,243.789781243427,106.38944877041483,1
879.478608072598,24.523883249903626,0.2329461076800387,0.8295459864110302,0.7573857154265752,0.34921059081381967,0.3767469087340508,885.7243859023914,166.84696218954574,276.8383989067771,4.834508036159548,0
1040.485451943747,87.14744363820789,0.32126751362099126,0.811029333362121,1.0323881702769784,0.07176557944888594,0.2651228267472334,1263.3270463700662,167.4684188199326,254.5194422677332,-31.009017307461423,0
699.072778944598,23.635974715137245,0.901437166079897,0.5830742193129813,0.09207832127258489,0.0294873871429012,0.33716485068928426,1320.8676660985113,222.675074710204,310.51156010281096,196.52921252847565,1
504.5148496062992,34.951592005720975,0.27737374455427133,0.8808739704021309,0.4871390954143821,0.2502420804518758,0.34076994502147195,1020.420528504997,173.8643236987146,365.512296723776,22.706279911692302,0
799.1263083142513,60.78537339876065,0.6763195904072794,0.5471682960908345,0.9541274870855758,0.28173730292380966,0.2869031670744696,977.555530720695,140.23188887746568,290.4231655331218,99.02105828314279,1
357.43553049375777,58.40519209721939,0.7942442366306837,0.861814226884257,0.8279878462154702,0.04784896412453681,0.2574431989735418,1295.8775598265054,166.80743223988142,434.25028144082523,104.80427845115554,1
1044.8680547933238,72.10192516884352,0.39907929704369294,0.32051760788005673,1.4435770099747787,0.08274376212759389,0.3302798443695171,1248.3857397443446,206.15832391794328,253.98510218603337,96.23548228020226,1
868.4979592098583,52.49335205999004,0.7438085023540175,0.5256996886493119,1.2431659641035118,0.31550551802461574,0.3270515574339776,931.596989968498,152.34012323500144,278.5829724136636,120.17588803621804,1
982.2789660768365,110.33679702121096,0.32742138427263523,0.8557945107128928,1.7665509182207724,0.37183407989380823,0.3480417639025739,854.933817264527,148.77633689035338,261.9518963701034,-46.17505439010218,0
619.0733713168815,100.79209130366259,0.41356270612534274,0.8858512149583133,1.7168028683099321,0.19059548681592806,0.2819393111390552,1101.5995424435218,155.29210807381247,329.9650237430434,-25.033471632418742,0
1173.628221955413,105.49361414839662,0.4338665231631556,0.7916756267932485,0.5203786894943035,0.31680198914096014,0.2769465042634603,929.8324927791532,128.75692921288282,239.6479381750414,-28.643236740126653,0
1103.809009189978,75.5419885684125,0.9473262429231677,0.7354127809822053,0.08439552161604841,0.12776004715163203,0.39668738340335286,1187.1185758266288,235.45748081709004,247.11095654673852,95.90103029060194,1
1000.5451473663857,76.20094990329677,0.36092922141346795,0.8300781911504944,1.7162180009223367,0.2812935762936045,0.26705327429268627,978.1594426644042,130.61034097191916,259.54975546381087,-12.720026920489076,0
475.1748370667708,73.10384204591384,0.29690559847518877,0.7599128223443841,0.6917856850048143,0.22288818376858754,0.39991128790319685,1057.6491818909524,211.48292323988665,376.6276945354593,8.753278582097815,0
720.0489033543308,52.186098530574746,0.8942685781110578,0.4652436204023659,0.7268639330191701,0.33728436543139706,0.3579965161228631,901.9559786478686,161.44854902606224,305.9552940822604,156.9788061630197,1
339.4233892085059,38.652720128071515,0.32144802036526454,0.6030539854516616,0.3588698564870245,0.31036043834049415,0.34439833574653955,938.5994434185875,161.62604312299493,445.6235008937114,59.238169192639106,0
438.86054286079303,71.04034649386443,0.8594599397220539,0.7294582486260036,1.401364168987104,0.11365435271430147,0.3009675243228966,1206.3164259558357,181.53103413498633,391.9003948490099,106.31482042303134,1
914.7440579182091,3.063820456614037,0.6878424707350175,0.6820717921268977,0.5962123908035498,0.05978208837965511,0.38017046543277816,1279.6365777152894,243.24001666741447,271.4495778030816,153.7180414599082,1
970.2859403170354,0.8947717708563641,0.6326461235528891,0.8753134446299893,0.39464904707137516,0.32306270902975465,0.3865092418435313,921.311653010504,178.04773425335023,263.56582659400965,90.71453169213768,1
1170.758759190789,102.19701915560982,0.7635040336599326,0.6079990162520884,1.0316119450700776,0.01311702839808544,0.3582825999990704,1343.1477243502056,240.61322943151322,239.94144014162507,48.76344873513188,0
593.2428223243368,5.570885373314662,0.7444992178610375,0.4156917957150841,1.5133110165468129,0.2716155249626996,0.35648328687665065,991.3312705257658,176.69651485031557,337.0720348769938,193.5515247599878,1
633.4137354313821,62.97541804001017,0.28289464206373527,0.439478324318373,0.5757172651736882,0.19036569765485495,0.32397319492621796,1101.9122854917425,178.4950218296053,326.2084680274603,53.40592909884236,0
722.6002301482272,73.7985315539574,0.9495995828050168,0.8499367632585388,1.457976051928259,0.030119722250728877,0.2616752298040841,1320.007058016758,172.70657512477405,305.4146893700146,86.89247784430681,1
470.5242231758571,23.780547554692273,0.9064172948365465,0.3056686202450228,0.9508514638585892,0.2754244888693184,0.39985435660668966,986.1472706488576,197.157641212371,378.48439300471455,255.48014260253066,1
416.9293548019245,107.4877005918178,0.8724439721464372,0.8649347352979417,0.8373568103162486,0.19314963471947616,0.2523333071842014,1098.123347146793,138.54654794086758,402.0756125177319,43.33149127191799,0
728.1344336033403,22.811492609805,0.6667168504568051,0.3361322556425901,0.7510656928655298,0.3440405320977385,0.32430960990785096,892.760835814978,144.76545920208125,304.2518196667607,185.07920517684377,1
504.2184141457957,106.14179848400096,0.5920934984992356,0.5545780042581134,0.3338828823729467,0.08345277164428172,0.30507014690317896,1247.4207777921326,190.27541996556184,365.61972525324506,46.95908307464821,0
902.8325952142593,91.55883231996422,0.6022089379112512,0.8201145478396588,0.6986358453559937,0.0009198287339338585,0.3664198538035335,1359.748113093116,249.11935240460505,273.2343862664615,13.458088266815283,0
693.4367269850977,28.889154422903275,0.21120270817117434,0.5649499949345593,1.76454048472359,0.05219472714475955,0.360367054571292,1289.9629763559822,232.43007914771124,311.7708802423926,53.00233953288025,0
1049.4103764520537,18.089299953131224,0.5746021264590822,0.8345263215851342,0.2492255027205144,0.10784401312875423,0.34420745612055836,1214.2242981317654,208.97252840985274,253.43482501141273,105.95949969738312,1
